,Season,Rank,Player,Pos,Age,G,MP,PTS,AST,TRB,STL,BLK,FG%,eFG%,FT%,PF,WS,WS/48,First,Pts Won,Pts Max,Share,MVP,raptor_offense,raptor_defense,predator_offense,predator_defense
99,2002,7,Chris Webber,PF,28,54,38.4,24.5,4.8,10.1,1.7,1.4,0.495,0.497,0.749,3.4,8.6,0.2,0,37,1260,0.0289999999999999,0,1.885529411,0.373285863,2.100826811,0.540480735
100,2002,8,Dirk Nowitzki,C,23,76,38.0,23.4,2.4,9.9,1.1,1.0,0.477,0.532,0.853,2.9,13.4,0.222,0,31,1260,0.025,0,3.71624219,-0.393006034,4.540172649,0.43603692
101,2002,9,Allen Iverson,SG,26,60,43.7,31.4,5.5,4.5,2.8,0.2,0.398,0.422,0.812,1.7,6.9,0.126,0,29,1260,0.023,0,4.620031313,-0.088727253,5.06450808,0.471251879
102,2002,10,Ben Wallace,C,27,80,36.5,7.6,1.4,13.0,1.7,3.5,0.531,0.531,0.423,2.2,11.6,0.19,0,24,1260,0.019,0,-1.65002813,7.320998578,-1.478430939,6.900132639
103,2002,11,Paul Pierce,SG,24,82,40.3,26.1,3.2,6.9,1.9,1.0,0.442,0.508,0.809,2.9,12.9,0.187,0,22,1260,0.017,0,3.282915423,1.255346729,3.499991107,1.299653086
104,2002,12,Kevin Garnett,PF,25,81,39.2,21.2,5.2,12.1,1.2,1.6,0.47,0.484,0.801,2.3,12.8,0.194,0,17,1260,0.013,0,2.581096867,3.327343519,2.968342271,3.023467148
105,2002,13,Michael Jordan,SF,38,60,34.9,22.9,5.2,5.7,1.4,0.4,0.416,0.42,0.79,2.0,3.3,0.075,0,16,1260,0.013,0,1.048079643,-1.164776045,1.601696488,-0.9322201
106,2002,14,Steve Nash,PG,27,82,34.6,17.9,7.7,3.1,0.6,0.0,0.483,0.554,0.887,2.0,9.9,0.167,0,5,1260,0.004,0,4.809742605,-1.292945157,4.807230762,-1.76851618
107,2002,15,Jerry Stackhouse,SF,27,76,35.3,21.4,5.3,4.1,1.0,0.5,0.397,0.43,0.858,2.1,5.8,0.104,0,3,1260,0.002,0,-0.793495698,-0.207658699,-0.689652314,-0.539063246
108,2002,16T,Mike Bibby,PG,23,80,33.2,13.7,5.0,2.8,1.1,0.2,0.453,0.479,0.803,1.7,6.3,0.113,0,1,1260,0.001,0,2.700582897,0.392765097,2.694438426,0.53334153
109,2002,16T,Elton Brand,PF,22,80,37.8,18.2,2.4,11.6,1.0,2.0,0.527,0.527,0.742,3.2,13.6,0.216,0,1,1260,0.001,0,4.08102442,0.750138857,3.833756175,1.145210667
110,2002,16T,Peja Stojakovic,SF,24,71,37.3,21.2,2.5,5.3,1.1,0.2,0.484,0.541,0.876,1.7,9.9,0.179,0,1,1260,0.001,0,-0.304650594,-2.166832173,-0.1039955,-2.394911423
111,2003,1,Tim Duncan,PF,26,81,39.3,23.3,3.9,12.9,0.7,2.9,0.513,0.515,0.71,2.9,16.5,0.248,60,962,1190,0.8079999999999999,1,4.943818438,5.030131355,4.59466796,4.517212076
112,2003,2,Kevin Garnett,PF,26,82,40.5,23.0,6.0,13.4,1.4,1.6,0.502,0.508,0.751,2.4,15.6,0.225,43,871,1190,0.732,0,2.130141485,4.883526101,2.54359607,4.923711652
113,2003,3,Kobe Bryant,SG,24,82,41.5,30.0,5.9,6.9,2.2,0.8,0.451,0.483,0.843,2.7,14.9,0.21,8,496,1190,0.417,0,4.371810412,-1.138594006,4.675825269,-0.813744496
114,2003,4,Tracy McGrady,SG,23,75,39.4,32.1,5.5,6.5,1.7,0.8,0.457,0.505,0.793,2.1,16.1,0.262,4,427,1190,0.359,0,5.79555805,1.657672967,5.966579219,1.667393822
115,2003,5,Shaquille O'Neal,C,30,67,37.8,27.5,3.1,11.1,0.6,2.4,0.574,0.574,0.622,3.4,13.2,0.25,3,126,1190,0.106,0,5.260800709,1.461662029,5.23206848,1.094985442
116,2003,6,Allen Iverson,SG,27,82,42.5,27.6,5.5,4.2,2.7,0.2,0.414,0.436,0.774,1.8,9.2,0.127,0,83,1190,0.07,0,4.300767923,0.316150865,5.133892749,0.656083557
117,2003,7,Dirk Nowitzki,PF,24,80,39.0,25.1,3.0,9.9,1.4,1.0,0.463,0.513,0.881,2.6,16.1,0.249,0,43,1190,0.036,0,3.263031569,1.793002989,3.756872756,1.959771187
118,2003,8,Ben Wallace,C,28,73,39.4,6.9,1.6,15.4,1.4,3.2,0.481,0.482,0.45,2.5,10.6,0.176,1,33,1190,0.0279999999999999,0,0.162698572,8.307126061,0.537019127,8.522284174
119,2003,9,Jason Kidd,PG,29,80,37.4,18.7,8.9,6.3,2.2,0.3,0.414,0.465,0.841,1.6,11.3,0.182,0,31,1190,0.026,0,3.609455366,2.598009394,3.815309562,2.619706666
120,2003,10,Chris Webber,PF,29,67,39.1,23.0,5.4,10.5,1.6,1.3,0.461,0.463,0.607,3.0,6.9,0.127,0,19,1190,0.016,0,1.698852529,0.979461689,2.468282573,1.03896332
121,2003,11T,Jamal Mashburn,SF,30,82,40.5,21.6,5.6,6.1,1.0,0.2,0.422,0.46,0.848,2.4,9.0,0.13,0,1,1190,0.001,0,2.784639914,-0.748733977,2.962108157,-1.330382211
122,2003,11T,Steve Nash,PG,28,82,33.1,17.7,7.3,2.9,1.0,0.1,0.465,0.515,0.909,1.6,11.6,0.206,0,1,1190,0.001,0,4.112342289,-2.176688635,4.121399904,-1.938451675
123,2003,11T,Paul Pierce,SG,25,79,39.2,25.9,4.4,7.3,1.8,0.8,0.416,0.454,0.802,2.9,10.1,0.157,0,1,1190,0.001,0,3.647731049,1.745594369,3.54528,1.859126998
124,2004,1,Kevin Garnett,PF,27,82,39.4,24.2,5.0,13.9,1.5,2.2,0.499,0.502,0.791,2.5,18.3,0.272,120,1219,1230,0.991,1,1.712479841,3.73271834,2.389303963,3.469266223
125,2004,2,Tim Duncan,PF,27,69,36.6,22.3,3.1,12.4,0.9,2.7,0.501,0.502,0.599,2.4,13.1,0.249,0,716,1230,0.5820000000000001,0,1.784401779,2.449120289,2.024681922,1.97984212
126,2004,3,Jermaine O'Neal,PF,25,78,35.7,20.1,2.1,10.0,0.8,2.6,0.434,0.435,0.757,3.2,9.0,0.155,2,523,1230,0.425,0,-0.750258294,1.999171341,-0.589768164,1.900078313
127,2004,5,Kobe Bryant,SG,25,65,37.6,24.0,5.1,5.5,1.7,0.4,0.438,0.468,0.852,2.7,10.7,0.21,0,212,1230,0.172,0,4.499176587,0.468552244,5.055221926,0.928210083
128,2004,6,Shaquille O'Neal,C,31,67,36.8,21.5,2.9,11.5,0.5,2.5,0.584,0.584,0.49,3.4,9.9,0.192,0,178,1230,0.145,0,3.417057229,1.468810955,3.661253461,1.439880491
129,2004,7,Ben Wallace,C,29,81,37.7,9.5,1.7,12.4,1.8,3.0,0.421,0.422,0.49,2.0,10.2,0.16,0,24,1230,0.02,0,-0.400690815,7.600224615,0.124349219,7.316674518
130,2004,8,Jason Kidd,PG,30,67,36.6,15.5,9.2,6.4,1.8,0.2,0.384,0.433,0.827,1.6,7.2,0.141,0,17,1230,0.0139999999999999,0,3.031734233,3.145107277,3.349381899,2.865112888
131,2004,9,LeBron James,SG,19,79,39.5,20.9,5.9,5.5,1.6,0.7,0.417,0.438,0.754,1.9,5.1,0.078,0,11,1230,0.009,0,1.337109873,-0.298264024,1.629358074,-0.105367396
132,2004,10T,Sam Cassell,PG,34,81,35.0,19.8,7.3,3.3,1.3,0.2,0.488,0.517,0.873,3.0,12.1,0.205,0,4,1230,0.003,0,3.49383794,-0.866390633,3.499123634,-0.619334282
133,2004,10T,Baron Davis,PG,24,67,40.1,22.9,7.5,4.3,2.4,0.4,0.395,0.462,0.673,2.7,7.5,0.133,0,4,1230,0.003,0,4.445783137,2.317885085,4.598996222,2.949701322
134,2004,10T,Dirk Nowitzki,C,25,77,37.9,21.8,2.7,8.7,1.2,1.4,0.462,0.5,0.877,2.8,11.5,0.19,0,4,1230,0.003,0,3.994320859,3.296117261,4.09279407,3.594546406
135,2004,13,Andrei Kirilenko,PF,22,78,37.1,16.5,3.1,8.1,1.9,2.8,0.443,0.479,0.79,2.2,11.6,0.192,0,2,1230,0.002,0,3.360856223,3.658177117,3.660802154,3.393726477
136,2004,14T,Carmelo Anthony,SF,19,82,36.5,21.0,2.8,6.1,1.2,0.5,0.426,0.449,0.777,2.7,6.1,0.098,0,1,1230,0.001,0,-3.630628615,-1.315557626,-2.732617898,-1.522702815
137,2004,14T,Yao Ming,C,23,82,32.8,17.5,1.5,9.0,0.3,1.9,0.522,0.522,0.809,3.3,11.4,0.202,0,1,1230,0.001,0,-2.341122822,0.742893327,-2.336331691,0.746684323
138,2004,14T,Michael Redd,SG,24,82,36.8,21.7,2.3,5.0,1.0,0.1,0.44,0.484,0.868,1.9,9.7,0.154,0,1,1230,0.001,0,-1.092199923,-7.541593171,-0.974215343,-6.999286329
139,2005,1,Steve Nash,PG,30,75,34.3,15.5,11.5,3.3,1.0,0.1,0.502,0.557,0.887,1.8,10.9,0.203,65,1066,1270,0.8390000000000001,1,8.301772126,-1.788156933,8.396074199,-1.984395953
140,2005,2,Shaquille O'Neal,C,32,73,34.1,22.9,2.7,10.4,0.5,2.3,0.601,0.601,0.461,3.6,11.0,0.211,58,1032,1270,0.813,0,-2.343056979,1.853980256,-1.676241067,1.418384157
141,2005,3,Dirk Nowitzki,PF,26,78,38.7,26.1,3.1,9.7,1.2,1.5,0.459,0.49,0.869,2.8,15.6,0.248,0,349,1270,0.275,0,1.353556242,1.609465957,2.192891375,1.728684565
142,2005,4,Tim Duncan,PF,28,66,33.4,20.3,2.7,11.1,0.7,2.6,0.496,0.498,0.67,2.2,11.2,0.245,1,328,1270,0.258,0,2.641471624,3.512954021,2.87306704,2.901931483
143,2005,5,Allen Iverson,PG,29,75,42.3,30.7,7.9,4.0,2.4,0.1,0.424,0.453,0.835,1.9,9.0,0.136,2,240,1270,0.1889999999999999,0,5.182099287,-1.783267228,5.0921115,-1.166128797
144,2005,6,LeBron James,SF,20,80,42.4,27.2,7.2,7.4,2.2,0.7,0.472,0.504,0.75,1.8,14.3,0.203,0,93,1270,0.073,0,5.094678357,1.423964185,5.324233376,1.480191196
145,2005,7,Tracy McGrady,SF,25,78,40.8,25.7,5.7,6.2,1.7,0.7,0.431,0.473,0.774,2.1,12.0,0.18,0,44,1270,0.035,0,7.857888249,0.384554749,8.54893893,0.354454455
146,2005,8,Dwyane Wade,SG,23,77,38.6,24.1,6.8,5.2,1.6,1.1,0.478,0.483,0.762,3.0,11.0,0.177,0,43,1270,0.034,0,4.255543418,0.674707473,4.331956411,0.755559665
147,2005,9T,Amar'e Stoudemire,C,22,80,36.1,26.0,1.6,8.9,1.0,1.6,0.559,0.56,0.733,3.5,14.6,0.243,1,41,1270,0.032,0,5.146470511,-2.664369944,5.649027351,-2.098340696
148,2005,9T,Ray Allen,SG,29,78,39.3,23.9,3.7,4.4,1.1,0.1,0.428,0.498,0.883,2.1,10.7,0.168,0,41,1270,0.032,0,7.820885151,-0.769405687,8.170557255,-0.926331188
149,2005,11,Kevin Garnett,PF,28,82,38.1,22.2,5.7,13.5,1.5,1.4,0.502,0.504,0.811,2.5,16.1,0.248,0,15,1270,0.012,0,4.557452518,3.023751746,4.718698098,3.228541886
150,2005,12,Gilbert Arenas,PG,23,80,40.9,25.5,5.1,4.7,1.7,0.3,0.431,0.498,0.814,3.1,11.5,0.169,0,4,1270,0.003,0,2.767216574,-0.676077634,3.392730726,0.063113899
151,2005,13,Vince Carter,SF-SG,28,77,36.7,24.5,4.2,5.2,1.4,0.6,0.452,0.493,0.798,3.2,9.4,0.159,0,3,1270,0.002,0,-0.59168384,1.577384654,-0.154301918,1.542468234
152,2005,14T,P.J. Brown,PF,35,82,34.4,10.8,2.2,9.0,0.9,0.6,0.446,0.446,0.864,2.8,6.9,0.118,0,1,1270,0.001,0,-0.235307543,0.465443672,-0.616207239,0.891417531
153,2005,14T,Marcus Camby,C,30,66,30.5,10.3,2.3,10.0,0.9,3.0,0.465,0.465,0.723,2.7,5.8,0.138,0,1,1270,0.001,0,-3.669237651,2.277055516,-3.450213762,2.091247372
154,2005,14T,Shawn Marion,PF,26,81,38.8,19.4,1.9,11.3,2.0,1.5,0.476,0.52,0.833,2.5,12.5,0.191,0,1,1270,0.001,0,2.658942181,0.810505253,3.357122038,1.344208709
155,2006,1,Steve Nash,PG,31,79,35.4,18.8,10.5,4.2,0.8,0.2,0.512,0.583,0.921,1.5,12.4,0.212,57,924,1250,0.7390000000000001,1,6.39457324,-1.564706989,6.154210311,-2.021842853
156,2006,2,LeBron James,SF,21,79,42.5,31.4,6.6,7.0,1.6,0.8,0.48,0.515,0.738,2.3,16.3,0.232,16,688,1250,0.55,0,3.572479918,0.529563884,3.805385353,0.488560391
157,2006,3,Dirk Nowitzki,PF,27,81,38.1,26.6,2.8,9.0,0.7,1.0,0.48,0.515,0.901,2.0,17.7,0.275,14,544,1250,0.435,0,6.07445663,1.596239364,6.307642506,1.723244551
158,2006,4,Kobe Bryant,SG,27,80,41.0,35.4,4.5,5.3,1.8,0.4,0.45,0.491,0.85,2.9,15.3,0.224,22,483,1250,0.386,0,2.941024894,-1.851363994,2.839139946,-1.422247356
159,2006,5,Chauncey Billups,PG,29,81,36.1,18.5,8.6,3.1,0.9,0.1,0.418,0.509,0.894,2.0,15.5,0.254,15,430,1250,0.344,0,4.176346319,0.229654195,4.104662381,0.498764596
160,2006,6,Dwyane Wade,SG,24,75,38.6,27.2,6.7,5.7,1.9,0.8,0.495,0.499,0.783,2.9,14.4,0.239,0,87,1250,0.07,0,5.960173551,3.917039938,5.753336549,3.834883975
161,2006,7,Elton Brand,PF,26,79,39.2,24.7,2.6,10.0,1.0,2.5,0.527,0.527,0.775,2.9,14.8,0.229,1,50,1250,0.04,0,5.563630607,1.75506106,5.743190745,1.804378852
162,2006,8,Tim Duncan,PF,29,80,34.8,18.6,3.2,11.0,0.9,2.0,0.484,0.485,0.629,2.7,10.8,0.187,0,33,1250,0.026,0,6.474248454,2.131933511,6.708360573,2.08153387
163,2006,9,Tony Parker,PG,23,80,33.9,18.9,5.8,3.3,1.0,0.1,0.548,0.553,0.707,2.0,9.6,0.169,0,9,1250,0.007,0,0.635312641,-0.702426503,1.297183977,-0.646712944
164,2006,10T,Allen Iverson,PG,30,72,43.1,33.0,7.4,3.2,1.9,0.1,0.447,0.467,0.814,1.7,10.6,0.165,0,1,1250,0.001,0,4.6792052,-0.960148217,4.84680719,-0.420584598
165,2006,10T,Shawn Marion,PF,27,81,40.3,21.8,1.8,11.8,2.0,1.7,0.525,0.56,0.809,2.8,14.6,0.214,0,1,1250,0.001,0,1.634274919,2.5289706,2.442489309,3.017237751
166,2007,1,Dirk Nowitzki,PF,28,78,36.2,24.6,3.4,8.9,0.7,0.8,0.502,0.529,0.904,2.2,16.3,0.278,83,1138,1290,0.882,1,2.169239609,1.030291006,2.558709989,1.427013554
167,2007,2,Steve Nash,PG,32,76,35.3,18.6,11.6,3.5,0.8,0.1,0.532,0.613,0.899,1.5,12.6,0.225,44,1013,1290,0.785,0,7.029865453,-1.873767018,6.812992527,-2.210569715
168,2007,3,Kobe Bryant,SG,28,77,40.8,31.6,5.4,5.7,1.4,0.5,0.463,0.502,0.868,2.7,13.0,0.199,2,521,1290,0.4039999999999999,0,3.346244469,-0.5236275,3.457525111,-0.395470048
169,2007,4,Tim Duncan,C,30,80,34.1,20.0,3.4,10.6,0.8,2.4,0.546,0.547,0.637,2.5,13.0,0.23,0,286,1290,0.222,0,2.729090662,3.926063327,3.008571958,3.244549285
170,2007,5,LeBron James,SF,22,78,40.9,27.3,6.0,6.7,1.6,0.7,0.476,0.507,0.698,2.2,13.7,0.206,0,183,1290,0.142,0,4.870715054,3.108084955,4.901035833,2.817517242
171,2007,6,Tracy McGrady,SG,27,71,35.8,24.6,6.5,5.3,1.3,0.5,0.431,0.474,0.707,1.9,8.6,0.163,0,110,1290,0.085,0,1.853804386,-0.796391222,1.765474221,-0.927778928
172,2007,7,Chris Bosh,C,22,69,38.5,22.6,2.5,10.7,0.6,1.3,0.496,0.502,0.785,2.4,9.6,0.174,0,43,1290,0.033,0,-2.060108503,0.644713147,-1.731457393,1.032194529
173,2007,8,Gilbert Arenas,PG,25,74,39.8,28.4,6.0,4.6,1.9,0.2,0.418,0.484,0.844,3.4,10.8,0.177,0,31,1290,0.024,0,6.172511025,0.066437618,6.715064766,0.870105064
174,2007,9T,Carlos Boozer,PF,25,74,34.6,20.9,3.0,11.7,0.9,0.3,0.561,0.561,0.685,2.9,9.9,0.185,0,7,1290,0.005,0,3.460882884,0.255894731,3.698374287,0.395056489
175,2007,9T,Kevin Garnett,PF,30,76,39.4,22.4,4.1,12.8,1.2,1.7,0.476,0.48,0.835,2.4,10.7,0.171,0,7,1290,0.005,0,2.169539081,3.643920186,2.240531539,3.38507517
176,2007,11,Chauncey Billups,PG,30,70,36.2,17.0,7.2,3.4,1.2,0.2,0.427,0.494,0.883,2.3,11.4,0.216,0,4,1290,0.003,0,5.151279065,-0.755074669,5.15346879,-0.452606963
177,2007,12T,Shaquille O'Neal,C,34,40,28.4,17.3,2.0,7.4,0.2,1.4,0.591,0.591,0.422,3.5,2.8,0.119,0,3,1290,0.002,0,-1.765356961,-2.215184529,-1.337309514,-2.296377826
178,2007,12T,Dwyane Wade,SG,25,51,37.9,27.4,7.5,4.7,2.1,1.2,0.491,0.502,0.807,2.3,8.8,0.219,0,3,1290,0.002,0,-1.896400104,-2.857742132,-1.537374177,-2.599153508
179,2007,14,Amar'e Stoudemire,C,24,82,32.8,20.4,1.0,9.6,1.0,1.3,0.575,0.575,0.781,3.6,11.2,0.201,0,2,1290,0.002,0,3.126127284,2.56126515,3.702078705,3.014872692
180,2007,15T,Carmelo Anthony,SF,22,65,38.2,28.9,3.8,6.0,1.2,0.4,0.476,0.489,0.808,3.1,7.3,0.14,0,1,1290,0.001,0,4.149846693,-1.475393587,4.073075844,-1.287314867
181,2007,15T,Baron Davis,PG,27,63,35.3,20.1,8.1,4.4,2.1,0.5,0.439,0.48,0.745,2.9,6.4,0.139,0,1,1290,0.001,0,7.886419097,3.013087176,8.096209531,3.578716873
182,2007,15T,Tony Parker,PG,24,77,32.5,18.6,5.5,3.2,1.1,0.1,0.52,0.527,0.783,1.8,9.6,0.185,0,1,1290,0.001,0,0.640225392,-0.785196285,0.959666275,-0.528765745
183,2008,1,Kobe Bryant,SG,29,82,38.9,28.3,5.4,6.3,1.8,0.5,0.459,0.503,0.84,2.8,13.8,0.208,82,1100,1260,0.873,1,6.857314953,0.771362893,7.257783435,1.013774936
184,2008,2,Chris Paul,PG,22,80,37.6,21.1,11.6,4.0,2.7,0.1,0.488,0.524,0.851,2.3,17.8,0.284,28,894,1260,0.71,0,11.04573823,0.217397204,11.1103661,1.668701628
185,2008,3,Kevin Garnett,PF,31,71,32.8,18.8,3.4,9.2,1.4,1.3,0.539,0.539,0.801,2.3,12.9,0.265,15,670,1260,0.532,0,2.50798828,4.392250156,2.782878993,4.132335486
186,2008,4,LeBron James,SF,23,75,40.4,30.0,7.2,7.9,1.8,1.1,0.484,0.518,0.712,2.2,15.2,0.242,1,438,1260,0.348,0,5.086609735,2.338969352,5.58105035,2.409631088
187,2008,5,Dwight Howard,C,22,82,37.7,20.7,1.3,14.2,0.9,2.1,0.599,0.599,0.59,3.3,12.9,0.2,0,60,1260,0.048,0,1.662380868,2.090369408,1.97175218,2.358118907
188,2008,6,Amar'e Stoudemire,C,25,79,33.9,25.2,1.5,9.1,0.8,2.1,0.59,0.592,0.805,3.7,14.6,0.262,0,27,1260,0.021,0,-1.406950357,1.325517548,-0.483431469,1.733914953
189,2008,7,Tim Duncan,C,31,78,34.0,19.3,2.8,11.3,0.7,1.9,0.497,0.497,0.73,2.4,11.1,0.201,0,25,1260,0.02,0,-0.432769918,5.099795757,0.03646413,4.914804384
190,2008,8,Tracy McGrady,SG,28,66,37.0,21.6,5.9,5.1,1.0,0.5,0.419,0.452,0.684,1.4,5.8,0.115,0,19,1260,0.015,0,2.924702474,2.246673952,3.17020811,1.971337762
191,2008,9,Steve Nash,PG,33,81,34.3,16.9,11.1,3.5,0.7,0.1,0.504,0.597,0.906,1.4,10.5,0.181,0,18,1260,0.0139999999999999,0,5.33878664,-1.636268184,5.028170528,-1.834613292
192,2008,10,Manu Ginobili,SG,30,74,31.1,19.5,4.5,4.8,1.5,0.4,0.46,0.54,0.86,2.3,11.1,0.232,0,9,1260,0.007,0,3.467432362,0.938877614,3.423250055,0.70997971
193,2008,11,Dirk Nowitzki,PF,29,77,36.0,23.6,3.5,8.6,0.7,0.9,0.479,0.51,0.879,2.6,12.9,0.223,0,5,1260,0.004,0,5.885444421,0.328364981,5.744899226,0.380598346
194,2008,12,Deron Williams,PG,23,82,37.3,18.8,10.5,3.0,1.1,0.3,0.507,0.544,0.803,2.4,11.3,0.177,0,4,1260,0.003,0,7.430590483,-1.436330894,7.232016118,-1.279688108
195,2008,13,Carmelo Anthony,SF,23,77,36.4,25.7,3.4,7.4,1.3,0.5,0.492,0.511,0.786,3.3,8.2,0.14,0,3,1260,0.002,0,-1.44427144,-2.684447768,-1.121018749,-2.308451337
196,2008,14T,Carlos Boozer,PF,26,81,34.9,21.1,2.9,10.4,1.2,0.5,0.547,0.547,0.738,3.6,10.2,0.173,0,1,1260,0.001,0,-1.547318651,-2.053919848,-0.968872861,-1.818184419
197,2008,14T,Antawn Jamison,PF,31,79,38.7,21.4,1.5,10.2,1.3,0.4,0.436,0.478,0.76,2.5,9.2,0.144,0,1,1260,0.001,0,-0.174306752,1.230270218,0.562303603,1.584984655
